,year,month,text
2474,2008,December,December 23  A military coup d'tat deposes the government of Guinea shortly after the death of longtime President Lansana Cont.[56]
2475,2008,December,December 27  Israel invades the Gaza Strip in response to rockets being fired into Israeli territory by Hamas and due to weapons being smuggled into the area.[57][58][59]
2476,2008,December,December 31  An extra leap second (23:59:60) is added to end the year. The last time this occurred was in 2005.
2477,2009,January,"January 1 Austria, Japan, Mexico, Turkey and Uganda assume their seats on the United Nations Security Council. Asuncin, the capital of Paraguay, becomes the American Capital of Culture and Vilnius and Linz become the European Capitals of Culture. Slovakia adopts the euro as its national currency, replacing the Slovak koruna.[4] Sixty-six nightclub-goers die in the Santika Club fire in Bangkok, Thailand."
2478,2009,January,"January 3  The first (""Genesis"") block of the blockchain of the cryptocurrency and decentralized payment system Bitcoin is established by the creator of the system, known as Satoshi Nakamoto.[5]"
2479,2009,January,"January 15  US Airways Flight 1549 ditches in the Hudson River in an accident that becomes known as the ""Miracle on the Hudson"", as all 155 people on board are rescued."
2480,2009,January,"January 18  Gaza War: Hamas announces they will accept the Israel Defense Forces offer of a ceasefire, ending the conflict."
2481,2009,January,"January 20 A protest movement in Iceland expands as the 2009 Icelandic financial crisis protests start. Barack Obama is sworn in as the 44th President of the United States, becoming the first African-American to hold the office.[6]"
2482,2009,January,"January 21  Israel withdraws from the Gaza Strip, officially ending its three-week war with Hamas.[7] However, intermittent air strikes by both sides continue in the following weeks.[8][9][10]"
2483,2009,January,"January 26 The first trial at the International Criminal Court opens. Former Union of Congolese Patriots leader Thomas Lubanga Dyilo is accused of training child soldiers to kill, pillage and rape.[11] The Icelandic government and banking system collapse. Prime Minister Geir Haarde immediately resigns.[12] An annular solar eclipse takes place over the Indian Ocean, the 50th solar eclipse of Saros cycle 131."
2484,2009,February,"February 1 Patriarch Kirill of Moscow is enthroned as the Patriarch of the Russian Orthodox Church following the death of his predecessor, Alexy II in 2008.[13] Jhanna Sigurardttir is appointed as the new Prime Minister of Iceland, becoming the world's first openly lesbian head of government.[14]"
2485,2009,February,"February 25  Soldiers of Bangladeshi border security force Bangladesh Rifles (BDR) mutiny and take the commanding army officers and their families hostages at the force's headquarters in Pilkhana, Dhaka. 57 army officers are killed along with 17 civilians by the mutineers."
2486,2009,February,February 26  Former Serbian president Milan Milutinovi is acquitted by the International Criminal Tribunal for the former Yugoslavia regarding war crimes during the Kosovo War.[15]
2487,2009,March,"March 2  The President of Guinea-Bissau, Joo Bernardo Vieira, is assassinated during an armed attack on his residence in Bissau.[16]"
2488,2009,March,March 4  The International Criminal Court issues an arrest warrant for Sudanese President Omar al-Bashir for war crimes and crimes against humanity in Darfur. al-Bashir is the first sitting head of state to be indicted by the ICC since its establishment in 2002.[17]
2489,2009,March,"March 7  NASA's Kepler Mission, a space photometer that will search for extrasolar planets in the Milky Way galaxy, is launched from Cape Canaveral Air Force Station, Florida, USA."
2490,2009,March,"March 17  The President of Madagascar, Marc Ravalomanana, is overthrown in a coup d'tat, following a month of unrest in Antananarivo.[18]"
2491,2009,April,"April 1  Albania and Croatia are admitted to NATO, becoming the newest members of the organization.[19]"
2492,2009,April,"April 5  North Korea launches a rocket from its Tonghae Satellite Launching Ground, which it says is carrying the Kwangmyngsng-2 satellite, prompting an emergency meeting of the United Nations Security Council.[20]"
2493,2009,April,"April 6  A 6.3 magnitude earthquake strikes near L'Aquila, Italy, killing 308 and injuring more than 1,500.[21]"
2494,2009,April,April 21  UNESCO launches The World Digital Library.[22]
2495,2009,May,"May 11-24  Space Shuttle Atlantis is launched to refurbish the Hubble Space Telescope on May 11, landing at Edwards Air Force Base May 24.[23]"
2496,2009,May,"May 1216  The Eurovision Song Contest 2009 takes place in Moscow, Russia, and is won by Norwegian entrant Alexander Rybak with the song ""Fairytale""."
2497,2009,May,"May 18  Following more than a quarter-century of fighting, the Sri Lankan Civil War ends with the total military defeat of the Liberation Tigers of Tamil Eelam.[24]"
2498,2009,May,May 25  North Korea announces that it has conducted a second successful nuclear test in North Hamgyong Province. The United Nations Security Council condemns the reported test.[25]
2499,2009,June,"June 1  Air France Flight 447, en route from Rio de Janeiro, Brazil, to Paris, crashes into the Atlantic Ocean, killing all 228 on board."
2500,2009,June,"June 11  The outbreak of the H1N1 influenza strain, commonly referred to as ""swine flu"", is deemed a global pandemic.[26]"
2501,2009,June,"June 13  Mass protests erupt across Iran following a disputed presidential election in which Mahmoud Ahmadinejad was reelected president, the largest demonstrations in the country since the Iranian Revolution.[27]"
2502,2009,June,"June 18  NASA launches the Lunar Reconnaissance Orbiter / LCROSS probes to the Moon, the first American lunar mission since Lunar Prospector in 1998."
2503,2009,June,June 21  Greenland gains self-rule.
2504,2009,June,"June 28  The Military of Honduras ousts Honduran President Manuel Zelaya in a coup d'tat,[28] which is condemned worldwide.[29]"
2505,2009,June,June 29  Pakistan wins the ICC T20 cricket world cup.
2506,2009,June,"June 30  Yemenia Flight 626 crashes off the coast of Moroni, Comoros, killing all but one of the 153 passengers and crew.[30]"
2507,2009,July,"July 5  Violent riots broke out in rmqi, Xinjiang. PRC officials said that a total of 197 people died."
2508,2009,July,"July 15  Caspian Airlines Flight 7908 crashes near Qazvin, Iran, killing all 168 on board."
2509,2009,July,"July 16  Iceland's national parliament, the Althingi, votes to pursue joining the EU.[31]"
2510,2009,July,"July 17  Two bombs exploded separately at the JW Marriott and Ritz-Carlton Hotels in Jakarta, Indonesia, killing 9 people (including 2 suicide bombers) and injuring 53.[32]"
2511,2009,July,"July 22  The longest total solar eclipse of the 21st century, lasting up to 6 minutes and 38.86 seconds (0.14 seconds shorter than 6 minutes and 39 seconds), occurs over parts of Asia and the Pacific Ocean."
2512,2009,July,"July 26  The Islamic extremist group Boko Haram initiates an uprising in Bauchi State, Nigeria and quickly spreads throughout the northern part of the country.[33]"
2513,2009,August,August 3  Bolivia becomes the first South American country to declare the right of indigenous people to govern themselves.[34]
2514,2009,August,"August 7  Typhoon Morakot hits Taiwan, killing 673 and stranding more than 1,000 via the worst flooding on the island in half a century.[35]"
2515,2009,August,August 14  The United Kingdom imposes direct rule on the Turks and Caicos Islands after an inquiry that found evidence of government corruption.[36]
2516,2009,September,September 21  China became the first country to succeed a completed clinical trials by a company for 2009/H1N1 vaccine in the world duirng the flu pandemic.
2517,2009,September,September 28  At least 157 demonstrators are massacred by the Guinean military at the Stade du 28 Septembre during a protest against the government that came to power in a coup d'tat the previous year.[37]
2518,2009,September,"September 29  A 8.1 Mw earthquake strikes Samoa, with a maximum Mercalli intensity of VII (Very strong), leaving at least 192 people dead.[38]"
2519,2009,September,"September 30  A 7.6 Mw earthquake strikes Sumatra, Indonesia, with a maximum Mercalli intensity of VIII (Severe), leaving at least 1,115 people dead.[39]"
2520,2009,October,"October 1  Paleontologists announce the discovery of an Ardipithecus ramidus fossil skeleton, deeming it the oldest remains of a human ancestor yet found.[40]"
2521,2009,October,"October 2 Ireland holds a second referendum on the EU's Lisbon Treaty. The amendment is approved by the Irish electorate,[41][42][43][44][45] having been rejected in the Lisbon I referendum held last year. The International Olympic Committee awards Rio de Janeiro the right to host the 2016 Summer Olympics.[46]"
2522,2009,October,October 20  Susilo Bambang Yudhoyono is inaugurated for a second term as President of Indonesia.
2523,2009,October,"October 22  Windows 7, from Microsoft, is released."
2524,2009,October,"October 25  Two suicide attacks in Baghdad, Iraq, kill 155 people and injure at least 721 people.[47]"
2525,2009,November,"November 3 The Czech Republic becomes the final member-state of the European Union to sign the Treaty of Lisbon, thereby permitting that document's initiation into European law.[48] The Prime Minister of Belgium, Herman Van Rompuy, is designated the first permanent President of the European Council,[49] a position he takes up on December 1, 2009.[50][51][52]"
2526,2009,November,"November 13  Having analyzed the data from the LCROSS lunar impact, NASA announces that it has found a ""significant"" quantity of water in the Moon's Cabeus crater.[53][54]"
2527,2009,November,"November 23  In the Philippines, at least 58 people are abducted and killed in the province of Maguindanao, in what the Committee to Protect Journalists called the single deadliest attack on journalists in history.[55]"
2528,2009,December,December 1  The Treaty of Lisbon comes into force.[56]
2529,2009,December,"December 718  The UNFCCC's 2009 United Nations Climate Change Conference is held in Copenhagen, Denmark.[57]"
2530,2009,December,"December 8  A series of attacks in Baghdad, Iraq kill at least 127 people and injure at least 448 more.[58]"
2531,2009,December,"December 16  Astronomers discover GJ 1214 b, the first-known exoplanet on which water could exist.[59]"
2532,2009,December,"December 18  Avatar is released in theaters, breaking many box-office records, including becoming the highest-grossing movie at the time."
2533,2009,December,December 25  A Nigerian terrorist plotted an attempted terrorist bombing of Northwest Airlines Flight 253 en route from Amsterdam to Detroit.[60][importance?]
2534,2010,January,"January 4  The tallest man-made structure to date, the Burj Khalifa in Dubai, United Arab Emirates, is officially opened.[3][4][5]"
2535,2010,January,"January 8  The Togo national football team is involved in an attack in Cabinda Province, Angola, and as a result withdraws from the Africa Cup of Nations. The attack was perpetrated by the FLEC, their first since the Angolan Civil War.[6]"
2536,2010,January,"January 12  A 7.0-magnitude earthquake occurs in Haiti, devastating the nation's capital, Port-au-Prince. With a confirmed death toll over 316,000[7][8][9] it is the tenth deadliest on record."
2537,2010,January,January 14  Yemen declares an open war against the terrorist group al-Qaeda.
2538,2010,January,January 15 The longest annular solar eclipse of the 3rd millennium occurs.[citation needed] The Chadian Civil War officially ends.[citation needed] Honduras withdraws from ALBA.
2539,2010,January,"January 25  Ethiopian Airlines Flight 409 crashes into the Mediterranean shortly after take-off from BeirutRafic Hariri International Airport, killing all 90 people on board."
2540,2010,February,"February 3  The sculpture L'Homme qui marche I by Alberto Giacometti sells in London for 65million (US$103.7million), setting a new world record for a work of art sold at auction.[10][11]"
2541,2010,February,"February 1228  The 2010 Winter Olympics are held in Vancouver and Whistler, Canada."
2542,2010,February,"February 15  Two trains collide in the Halle train collision in Halle, Belgium, killing 19 and injuring 171 people."
2543,2010,February,"February 18  The President of Niger, Mamadou Tandja, is overthrown after a group of soldiers storms the presidential palace[12] and form a ruling junta, the Supreme Council for the Restoration of Democracy headed by chef d'escadron Salou Djibo.[13]"
2544,2010,February,"February 27  An 8.8-magnitude earthquake occurs in Chile, triggering a tsunami over the Pacific and killing at least 525.[14] The earthquake is one of the largest in recorded history."
2545,2010,March,"March 16  The Kasubi Tombs, Uganda's only cultural World Heritage Site, are destroyed by fire.[15]"
2546,2010,March,"March 26  The ROKS Cheonan, a South Korean Navy ship carrying 104 personnel, sinks off the country's west coast, killing 46. In May, an independent investigation blames North Korea, which denies the allegations.[16][17]"
2547,2010,April,"April 7  Kyrgyz President Kurmanbek Bakiyev flees the country amid fierce anti-government riots in the capital, Bishkek.[18]"
2548,2010,April,"April 10  The President of Poland, Lech Kaczyski, is among 96 killed when their airplane crashes near Smolensk, Russia.[19][20]"
2549,2010,April,"April 14  Volcanic ash from one of several eruptions beneath Mount Eyjafjallajkull, an ice cap in Iceland, begins to disrupt air traffic across northern and western Europe.[21][22][23]"
2550,2010,April,"April 20  The Deepwater Horizon oil drilling platform explodes in the Gulf of Mexico, killing 11 workers. The resulting Horizon oil spill, one of the largest in history, spreads for several months, damaging the waters and the United States coastline, and prompting international debate and doubt about the practice and procedures of offshore drilling.[24][25]"
2551,2010,April,"April 27  Standard & Poor's downgrades Greece's sovereign credit rating to junk 4 days after the activation of a 45-billion EUIMF bailout, triggering the decline of stock markets worldwide and of the euro's value,[26][27][28] and furthering a European sovereign debt crisis."
2552,2010,May,May 2  The eurozone and the International Monetary Fund agree to a 110billion bailout package for Greece. The package involves sharp Greek austerity measures.[29]
2553,2010,May,"May 4  Nude, Green Leaves and Bust by Pablo Picasso sells in New York for US$106.5million, setting another new world record for a work of art sold at auction.[30][31][32]"
2554,2010,May,"May 6  The 2010 Flash Crash, a trillion-dollar stock market crash, occurs over 36 minutes, initiated by a series of automated trading programs in a feedback loop.[33]"
2555,2010,May,May 7 Chile becomes the 31st member of the OECD.[34] Scientists conducting the Neanderthal genome project announce that they have sequenced enough of the Neanderthal genome to suggest that Neanderthals and humans may have interbred.[35][36]
2556,2010,May,"May 12  Afriqiyah Airways Flight 771 crashes at runway at Tripoli International Airport in Libya, killing 103 of the 104 people on board.[37]"
2557,2010,May,"May 19  Protests in Bangkok, Thailand, end with a bloody military crackdown, killing 91 and injuring more than 2,100.[38][39]"
2558,2010,May,May 20 Scientists announced that they have created a functional synthetic genome.[40] Five paintings worth 100million are stolen from the Muse d'Art Moderne de la Ville de Paris.[41][42]
2559,2010,May,"May 22  Air India Express Flight 812 overshoots the runway at Mangalore International Airport in India, killing 158 and leaving 8 survivors.[43]"
2560,2010,May,"May 2529  The Eurovision Song Contest 2010 takes place in Oslo, Norway, and is won by German entrant Lena with the song ""Satellite""."
2561,2010,May,"May 28  the 2010 Ahmadiyya mosques massacre in Lahore, Punjab, Pakistan, killed 94 people during Friday prayers at two mosques.[44]"
2562,2010,May,May 31  Nine activists are killed in a clash with soldiers when Israeli Navy forces raid and capture a flotilla of ships attempting to break the Gaza blockade.[45][46]
2563,2010,June,June 1 - World's first 100% low-floor tram with articulated bogies koda 15 T begins operation in Riga.[47]
2564,2010,June,June 1014  Ethnic riots in Kyrgyzstan between Kyrgyz and Uzbeks result in the deaths of hundreds.[48]
2565,2010,June,"June 11  July 11  The 2010 FIFA World Cup is held in South Africa, and is won by Spain."
2566,2010,June,June 24  Julia Gillard is elected unopposed in a Labor Party leadership ballot and sworn in as the first female Prime Minister of Australia following the resignation of Kevin Rudd.[49]
2567,2010,July,July 8  The first 24-hour flight by a solar-powered plane is completed by the Solar Impulse.[50]
2568,2010,July,July 16  First (test) Instagram posts made by co-developers Mike Krieger and Kevin Systrom in San Francisco;[51] the service launches publicly on October 6.
2569,2010,July,July 21  Slovenia becomes the 32nd member of the OECD.[52]
2570,2010,July,"July 25  WikiLeaks, an online publisher of anonymous, covert, and classified material, leaks to the public over 90,000 internal reports about the United States-led involvement in the War in Afghanistan from 2004 to 2010.[53]"
2571,2010,July,"July 28  Airblue Flight 202 crashes near Islamabad, Pakistan, killing all 152 people on board."
2572,2010,July,"July 29  Heavy monsoon rains begin to cause widespread flooding in the Khyber Pakhtunkhwa province of Pakistan. Over 1,600 are killed, and more than one million are displaced by the floods.[54]"
2573,2010,August,"August 10  The World Health Organization declares the H1N1 influenza pandemic over, saying worldwide flu activity has returned to typical seasonal patterns.[55]"
2574,2010,August,"August 21  2010 Australian federal election: Julia Gillard's Labor Government is re-elected, narrowly defeating[56] the Liberal/National Coalition led by Tony Abbott.[57]"
2575,2010,September,"September 4  A 7.1 magnitude earthquake rocks Christchurch, New Zealand causing large amounts of damage but no direct fatalities.[58] It is the first in a series of earthquakes between 2010 and 2012 that resulted in the deaths of 187 people and over $40billion worth of damage.[59][60] Seismologists noted that the earthquake sequence was highly unusual, and likely to never happen again anywhere else in the world.[61]"
2576,2010,September,September 7  Israel becomes the 33rd member of the OECD.[62]
2577,2010,October,October 3  Germany makes final reparation payment for World War I.[63]
2578,2010,October,"October 314  2010 Commonwealth Games takes place in Delhi, India."
2579,2010,October,"October 4 - An industrial accident at a caustic waste reservoir chain took place at the Ajkai Timfldgyr alumina plant in Ajka, Veszprm County, in western Hungary.[3][4] On 4 October 2010, at 12:25 CEST (10:25 UTC), the northwestern corner of the dam of reservoir number 10 collapsed, freeing approximately one million cubic metres (35million cubic feet) of liquid waste from red mud lakes. The mud was released as a 12 m (37ft) wave, flooding several nearby localities, including the village of Kolontr and the town of Devecser.[Ten people died, and 150 people were injured. About 40 square kilometres (15 sq mi) of land were initially affected. The spill reached the Danube on 7 October 2010."
2580,2010,October,"October 10  The Netherlands Antilles are dissolved, with the islands being split up and given a new constitutional status.[64]"
2581,2010,October,"October 22  The International Space Station surpasses the record for the longest continuous human occupation of space, having been continuously inhabited since November 2, 2000 (3641 days).[65][66]"
2582,2010,October,"October 23  In preparation for the Seoul summit, finance ministers of the G-20 agree to reform the International Monetary Fund and shift 6% of the voting shares to developing nations and countries with emerging markets.[67]"
2583,2010,October,"October 25  An earthquake and consequent tsunami off the coast of Sumatra, Indonesia, kills over 400 people and leaves hundreds missing.[68]"
2584,2010,October,"October 26  Repeated eruptions of Mount Merapi volcano in Central Java, Indonesia, and accompanying pyroclastic flows of scalding gas, pumice, and volcanic ash descending the erupting volcano kill 353 people and force hundreds of thousands of residents to evacuate.[69][70][71]"
2585,2010,November,"November 4  Aero Caribbean Flight 883 crashes in central Cuba, killing all 68 people on board.[72]"
2586,2010,November,"November 1112  The G-20 summit is held in Seoul, South Korea. Korea becomes the first non-G8 nation to host a G-20 leaders summit.[73]"
2587,2010,November,November 13  Burmese opposition politician Aung San Suu Kyi is released from her house arrest after being incarcerated since 1989.[74]
2588,2010,November,"November 17  Researchers at CERN trap 38 antihydrogen atoms for a sixth of a second, marking the first time in history that humans have trapped antimatter.[75]"
2589,2010,November,November 20  Participants of the 2010 NATO Lisbon summit issue the Lisbon Summit Declaration.
2590,2010,November,November 21  Eurozone countries agree to a rescue package for the Republic of Ireland from the European Financial Stability Facility in response to the country's financial crisis.[76][77][78]
2591,2010,November,"November 23  North Korea shells Yeonpyeong Island, prompting a military response by South Korea. The incident causes an escalation of tension on the Korean Peninsula and prompts widespread international condemnation. The United Nations declares it to be one of the most serious incidents since the end of the Korean War.[79][80][81]"
2592,2010,November,"November 28  WikiLeaks releases a collection of more than 250,000 American diplomatic cables, including 100,000 marked ""secret"" or ""confidential"".[82][83]"
2593,2010,November,"November 29  The European Union agree to an 85billion rescue deal for Ireland from the European Financial Stability Facility, the International Monetary Fund and bilateral loans from the United Kingdom, Denmark and Sweden.[84]"
2594,2010,November,"November 29  December 10  The 2010 United Nations Climate Change Conference is held in Cancn, Mexico. Also referred to as the 16th Conference of the Parties of the United Nations Framework Convention on Climate Change (COP 16), it serves too as the 6th meeting of the Parties to the Kyoto Protocol (CMP 6).[85][86]"
2595,2010,December,December  The Hale Bopp was found again around 30.7 AU away from the Sun. The last time found in April 1997
2596,2010,December,December 9  Estonia becomes the 34th member of the OECD.[87]
2597,2010,December,"December 17  The attempted suicide of Mohamed Bouazizi, a street vendor in Tunisia, triggers the Tunisian Revolution and the wider Arab Spring throughout the Arab world.[88]"
2598,2010,December,December 21  The first total lunar eclipse to occur on the day of the Northern winter solstice and Southern summer solstice since 1638 takes place.[89][90]
2599,2011,January,"January 1 Estonia officially adopts the Euro currency and becomes the 17th Eurozone country.[2] A bomb explodes as Coptic Christians in Alexandria, Egypt leave a new year service, killing 23 people. Flight 348 with 134 occupants, operated by Kolavia, catches fire while taxiing out for take-off. 3 people are killed and 43 were injured, four critically, from smoke inhalation or burns."
2600,2011,January,"January 4  Tunisian street vendor Mohamed Bouazizi dies after setting himself on fire a month earlier, sparking anti-government protests in Tunisia and later other Arab nations. These protests become known collectively as the Arab Spring.[3][4]"
2601,2011,January,"January 9  Iran Air Flight 277 crashes near Orumiyeh in the northeast of the country, killing 77 people."
2602,2011,January,"January 915  Southern Sudan holds a referendum on independence. The Sudanese electorate votes in favour of independence, paving the way for the creation of the new state in July.[5][6]"
2603,2011,January,January 14  The Tunisian government falls after a month of increasingly violent protests; President Zine El Abidine Ben Ali flees to Saudi Arabia after 23 years in power.[7][8]
2604,2011,January,"January 24  37 people are killed and more than 180 others wounded in a bombing at Domodedovo International Airport in Moscow, Russia.[9][10][11]"
2605,2011,February,"February 11  Egyptian President Hosni Mubarak resigns after widespread protests calling for his departure, leaving control of Egypt in the hands of the military until a general election can be held.[12]"
2606,2011,February,February 15   The First Libyan Civil War starts.
2607,2011,February,"February 22  March 14  Uncertainty over Libyan oil output causes crude oil prices to rise 20% over a two-week period following the Arab Spring,[13] causing the 2011 energy crisis."
2608,2011,February,"February 22  A 6.3 magnitude earthquake strikes Christchurch, New Zealand. Over 180 people were killed, many within the CTV Building, including many foreign citizens. Many foreign search and rescue workers responded to the event."
2609,2011,February,February 26  The Nintendo 3DS was released.
2610,2011,March,March 6  Civil uprising phase of the Syrian Civil War is triggered when 15 youths in Daraa are arrested for scrawling graffiti on their school wall denouncing the regime of President Bashar al-Assad.
2611,2011,March,"March 11  A 9.0-magnitude earthquake and subsequent tsunami hit the east of Japan, killing 15,840 and leaving another 3,926 missing. Tsunami warnings are issued in 50 countries and territories. Emergencies are declared at four nuclear power plants affected by the quake.[14]"
2612,2011,March,"March 15 Hamad bin Isa Al Khalifa, King of Bahrain, declares a three-month state of emergency as troops from the Gulf Co-operation Council are sent to quell the civil unrest.[15][16] Protests breakout across Syria demanding democratic reforms, resignation of President Bashar al-Assad, and release of those imprisoned for the March 6 Daraa protest.[17] The government responds by killing hundreds of protesters and laying siege to various cities, beginning the Syrian Civil War.[18]"
2613,2011,March,March 17  The United Nations Security Council votes 100 to create a no-fly zone over Libya in response to allegations of government aggression against civilians.[19]
2614,2011,March,"March 19  In light of continuing attacks on Libyan rebels by forces in support of leader Muammar Gaddafi,[20] military intervention authorized under UNSCR 1973 begins as French fighter jets make reconnaissance flights over Libya.[21]"
2615,2011,April,April 2  India wins the 2011 Cricket World Cup.
2616,2011,April,"April 7  The Israel Defense Forces use their Iron Dome missile system to successfully intercept a BM-21 Grad launched from Gaza, marking the first short-range missile intercept ever.[22]"
2617,2011,April,"April 11  Former Ivorian President Laurent Gbagbo is arrested in his home in Abidjan by supporters of elected President Alassane Ouattara, with support from French forces; this effectively ends the 201011 Ivorian crisis and civil war.[23]"
2618,2011,April,April 15  The Mexican town of Chern is taken over by vigilantes in response to abuses from the local drug cartel. The new government is strongly focused on crime reduction and preserving the local environment.
2619,2011,April,"April 2528  The 2011 Super Outbreak forms in the Southern, Midwest and Eastern United States with a tornado count of 362; killing 324 and injuring over 2,200."
2620,2011,April,"April 29  An estimated two billion people[24] watch the wedding of Prince William, Duke of Cambridge and Catherine Middleton at Westminster Abbey in London."
2621,2011,May,"May 1  U.S. President Barack Obama announces that Osama bin Laden, the founder and leader of the militant group Al-Qaeda, was killed on May 2, 2011 (PKT, UTC+05) during an American military operation in Pakistan.[25]"
2622,2011,May,"May 1014  The Eurovision Song Contest 2011 takes place in Dsseldorf, Germany, and is won by Azeri entrants Ell & Nikki with the song ""Running Scared""."
2623,2011,May,"May 16  The European Union agrees to a 78billion rescue deal for Portugal. The bailout loan will be equally split between the European Financial Stabilisation Mechanism, the European Financial Stability Facility, and the International Monetary Fund.[26]"
2624,2011,May,"May 21  Grmsvtn, Iceland's most active volcano, erupts and causes disruption to air travel in Northwestern Europe.[27]"
2625,2011,May,"May 22  The 2011 Joplin tornado, an EF5 tornado, strikes Joplin, Missouri, killing 158 and injuring 1,150."
2626,2011,May,"May 27-29  The first ever RTX convention is held in Austin, Texas, the RTX 2011."
2627,2011,May,"May 26  Former Bosnian Serb Army commander Ratko Mladi, wanted for genocide, war crimes and crimes against humanity, is arrested in Serbia.[28][29]"
2628,2011,June,"June 4  Chile's Puyehue volcano erupts, causing air traffic cancellations across South America, New Zealand and Australia, and forcing over 3,000 people to evacuate."
2629,2011,June,June 26  July 17  The 2011 FIFA Women's World Cup takes place in Germany and is won by Japan.
2630,2011,June,June 28  The Food and Agriculture Organization announces the eradication of the cattle plague rinderpest from the world.[30]
2631,2011,July,July 6  The International Olympic Committee awards PyeongChang the right to host the 2018 Winter Olympics.
2632,2011,July,July 8  Barbadian singer Rihanna's concert in Dallas is cut short due to a fire breakout in the  American Airlines Center. The singer was performing on her Loud Tour.
2633,2011,July,"July 9  South Sudan secedes from Sudan, per the result of the independence referendum held in January.[31]"
2634,2011,July,July 12  The planet Neptune completes its first orbit since it was discovered in 1846.[32]
2635,2011,July,July 14  South Sudan joins the United Nations as the 193rd member.[33]
2636,2011,July,"July 20 Goran Hadi is detained in Serbia, becoming the last of 161 people indicted by the International Criminal Tribunal for the former Yugoslavia.[34] The United Nations declares a famine in southern Somalia, the first in over 30 years.[35]"
2637,2011,July,"July 21  Space Shuttle Atlantis lands successfully at Kennedy Space Center after completing STS-135, concluding NASA's Space Shuttle program.[36]"
2638,2011,July,"July 22  In Norway, Anders Behring Breivik kills 8 people in a bomb blast which targeted government buildings in central Oslo, then kills 69 at a massacre at a Workers' Youth League camp on the island of Utya.[37]"
2639,2011,July,July 23  The Wenzhou train collision in China kills forty people when two high-speed passenger trains collide on an elevated section of track.
2640,2011,July,"July 31  In Thailand over 12.8million people are affected by severe flooding. The World Bank estimates damages at 1,440billion baht (US$45billion).[38] Some areas are still six feet under water, and many factory areas remain closed at the end of the year. 815[39] people are killed, with 58 of the country's 77 provinces affected.[40]"
2641,2011,August,August  Stock exchanges worldwide suffer heavy losses due to the fears of contagion of the European sovereign debt crisis and the credit rating downgraded as a result of the debt-ceiling crisis of the United States.[41][42]
2642,2011,August,"August 5 NASA announces that its Mars Reconnaissance Orbiter has captured photographic evidence of possible liquid water on Mars during warm seasons. Juno, the first solar-powered spacecraft on a mission to Jupiter, is launched from Cape Canaveral Air Force Station.[43]"
2643,2011,August,"August 2028  Libyan rebels take control of the capital Tripoli, effectively overthrowing the government of Muammar Gaddafi.[44][45][46]"
2644,2011,September,September 5  India and Bangladesh sign a pact to end their 40-year border demarcation dispute.[47]
2645,2011,September,"September 10  The MVSpice IslanderI, carrying at least 800 people, sinks off the coast of Zanzibar, killing 240 people.[48]"
2646,2011,September,September 12  Approximately 100 people die after a petrol pipeline explodes in Nairobi.[49]
2647,2011,September,September 17   Occupy Wall Street protests begin in the United States. This develops into the Occupy movement which spreads to 82 countries by October.[50][51][52][53][54][55][56][57][58]
2648,2011,September,"September 19  With 434 dead, the United Nations launches a $357million appeal for victims of the 2011 Sindh floods in Pakistan.[59]"
2649,2011,October,October 4  The death toll from the flooding of Cambodia's Mekong river and attendant flash floods reaches 207.[60]
2650,2011,October,"October 18  Gilad Shalit prisoner exchange: Israel and the Palestinian militant organization Hamas begin a major prisoner exchange, in which the captured Israeli Army soldier Gilad Shalit is released by Hamas in exchange for 1,027 Palestinian and Israeli-Arab prisoners held in Israel, including 280 prisoners serving life sentences for planning and perpetrating terror attacks.[61][62][63]"
2651,2011,October,"October 20 Libyan leader Muammar Gaddafi is killed in Sirte, with National Transitional Council forces taking control of the city and ending the war.[64][65][66][67] Basque separatist militant organisation ETA declares an end to its 43-year campaign of political violence, which has killed over 800 people since 1968.[68]"
2652,2011,October,"October 23  A magnitude 7.2 Mw earthquake jolts eastern Turkey near the city of Van, killing over 600 people and damaging about 2,200 buildings.[69]"
2653,2011,October,"October 27  After an emergency meeting in Brussels, the European Union announces an agreement to tackle the European sovereign debt crisis which includes a writedown of 50% of Greek bonds, a recapitalisation of European banks and an increase of the bailout fund of the European Financial Stability Facility totaling to 1trillion.[70][71]"
2654,2011,October,"October 29  A large snowstorm produced unusual amounts of early snowfall across the northeastern United States and the Canadian Maritimes, leaving 1.7 million people without power and disrupting travel.[72]"
2655,2011,October,"October 31 Date selected by the UN as the symbolic date when global population reaches seven billion.[73] UNESCO admits Palestine as a member, following a vote which 107 member states support and 14 oppose.[74]"
2656,2011,November,"November 26 The Mars Science Laboratory rover Curiosity, the most elaborate Martian exploration vehicle to date, is launched from the Kennedy Space Center. It lands on Mars on August 6, 2012.[75][76][77]"
2657,2011,November,"November 30  The United Kingdom severs diplomatic relations with Iran and expels diplomats, less than 24 hours after protesters attacked the British embassy in Tehran.[78]"
2658,2011,December,"December 15  The United States formally declares an end to the Iraq War. While this ends the insurgency, it begins another.[79][80][81][82][83]"
2659,2011,December,"December 16  Tropical Storm Washi causes 1,268 flash flood fatalities in the Philippines, with 85 people officially listed as missing.[84]"
2660,2011,December,December 17  North Korean leader Kim Jong-il dies of either a heart attack or stroke on his way to a field guidance.
2661,2011,December,"December 29  Samoa and Tokelau move from east to west of the International Date Line, thereby skipping December 30, in order to align their time zones better with their main trading partners.[85]"
2662,2012,January,"January 7  A hot air balloon crashes near Carterton, New Zealand, killing all 11 people on board."
